city,sample,altitude_m,city_type,city_type_3,city_type_6,try_dir,expert_mode,exclude_non_ground_targets,expert_id,expert_region,kind,total_pixels,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99,b100,b101,b102,b103,b104,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142,b143,b144,b145,b146,b147,b148,b149,b150,b151,b152,b153,b154,b155,b156,b157,b158,b159,b160,b161,b162,b163,b164,b165,b166,b167,b168,b169,b170,b171,b172,b173,b174,b175,b176,b177,b178,b179
Chiang Mai,sample_04439,107.746,mixed_midrise,mixed_midrise,mixed_compact_lowrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_nlos,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,38,28,10,40,64,94,230,386,570,467,617,708,978,1479,1496,920,56,27,31,0,18,8,24,0,8,8,10,0,1,3,5,0,3,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04439,107.746,mixed_midrise,mixed_midrise,mixed_compact_lowrise,TFGSeventyFourthTry74,3_experts,0,band4555_allcity_los,los_only,pred_los,163891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,1,0,2,5,4,4,3,4,9,9,12,8,15,21,189,971,1388,1795,1963,3087,3927,4396,5305,7246,11394,15215,15456,18693,25525,24733,13631,6329,2537,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04440,149.380,mixed_midrise,mixed_midrise,mixed_compact_lowrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_los,173643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,89,332,2940,4973,8333,11786,14598,17444,17999,14086,13033,10616,9899,8319,6298,5688,5543,5109,4774,4345,3730,2317,722,138,89,133,0,45,49,67,0,28,13,32,0,8,9,9,0,4,4,0,4,3,1,3,2,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04440,149.380,mixed_midrise,mixed_midrise,mixed_compact_lowrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_nlos,6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17,13,18,48,91,133,220,447,335,723,758,1056,1737,532,36,12,23,0,6,9,19,0,7,9,4,0,2,0,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04440,149.380,mixed_midrise,mixed_midrise,mixed_compact_lowrise,TFGSeventyFourthTry74,3_experts,0,band4555_allcity_los,los_only,pred_los,173643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,2,0,1,0,2,5,2,5,4,6,11,9,12,8,22,183,960,1412,1847,2043,3281,4032,4533,5806,7839,11797,15526,16243,19758,26531,26137,15481,7176,2956,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04441,38.386,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_los,111038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,111,231,364,571,865,1076,1332,1519,2001,2374,2736,3371,3505,4137,4631,5565,6703,7970,9088,9785,7887,7335,7136,4822,3960,3299,2671,2098,1572,878,444,366,163,109,102,69,75,0,22,15,21,0,3,7,6,0,4,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04441,38.386,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_nlos,11667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,20,34,62,98,99,157,127,498,815,371,901,1610,1330,852,888,1463,696,299,751,207,94,0,83,32,43,0,21,13,26,0,19,5,11,0,2,4,4,5,4,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04441,38.386,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,band4555_allcity_los,los_only,pred_los,111038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,3,1,2,1,4,6,3,2,0,5,2,2,7,4,4,6,8,6,4,6,4,4,8,4,6,3,5,5,5,4,3,8,4,11,3,4,12,4,8,6,15,10,8,5,7,10,17,12,49,249,1204,1971,2383,2814,3159,3870,4657,5351,5578,6215,8581,8987,10362,13906,16422,10887,3480,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04442,119.609,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_los,147163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,47,362,2542,4331,5445,6363,7707,9292,11522,13934,13564,11662,9768,8566,7214,5925,5281,4866,4112,3611,3484,3237,2551,800,196,149,121,157,0,58,56,89,0,30,31,30,0,6,8,14,0,6,5,4,1,3,1,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04442,119.609,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_nlos,10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,86,90,41,282,645,776,732,615,1667,802,953,2037,1612,126,0,4,3,15,0,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04442,119.609,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,band4555_allcity_los,los_only,pred_los,147163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,3,2,3,2,5,3,2,4,3,3,3,1,1,3,4,1,3,5,2,3,3,9,4,4,4,8,6,7,8,14,17,11,8,20,10,16,11,19,204,1114,1983,2517,3140,3662,4363,5140,6530,7695,8524,10131,10748,13689,19993,24073,17092,5012,1304,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04443,157.968,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_los,153772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,59,316,2435,5922,7584,9033,11595,14658,16497,13915,11171,9627,8252,6572,5963,5136,4773,4630,4058,3619,3313,2797,978,179,124,187,0,63,57,79,0,26,29,40,0,12,12,17,0,5,2,4,1,1,1,5,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04443,157.968,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_nlos,7492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,55,59,224,314,617,821,475,2343,674,732,737,395,11,0,2,3,9,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04443,157.968,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,band4555_allcity_los,los_only,pred_los,153772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,2,3,2,2,2,4,3,4,1,2,2,3,4,1,3,3,1,5,3,4,2,1,5,11,4,6,6,9,7,11,12,13,19,22,22,12,206,1099,2003,2523,3161,3712,4414,5318,6741,7799,8573,10481,11113,14768,21814,25443,17724,5223,1427,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04444,292.544,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_los,166418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,218,462,2592,13787,19807,23916,16954,12906,11900,10182,8066,6679,5633,5311,4607,4424,4664,5118,4747,3250,843,0,65,46,77,0,23,28,29,0,12,8,14,0,4,4,2,2,1,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04444,292.544,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,ground_truth,full,target_nlos,3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,54,74,81,233,474,639,809,787,243,122,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai,sample_04444,292.544,mixed_midrise,mixed_midrise,mixed_compact_midrise,TFGSeventyFourthTry74,3_experts,0,band4555_allcity_los,los_only,pred_los,166418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,1,1,0,0,2,0,0,1,3,0,1,2,2,1,3,3,2,4,2,1,1,1,4,2,2,3,2,6,1,4,8,2,6,8,4,12,10,15,13,185,1079,2003,2549,3215,3714,4508,5576,7079,7905,9146,11065,12564,17230,23907,27672,19418,5839,1620,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
